TF_motif,time,direction,gene,score,peak,distance
CEBPD,1,pos,PLCE1,1.266087228,chr10-94137521-94138021,106959
CEBPD,1,pos,CA12,1.922791845,chr15-63306372-63306872,75539
CEBPD,1,pos,GPR39,0.789488136,chr2-132443092-132443592,26768
CEBPD,1,pos,GAB1,0.711423331,chr4-143217523-143218023,-118989
CEBPD,1,pos,PALLD,2.920156521,chr4-168660231-168660731,163415
CEBPD,1,pos,PAM,0.625555841,chr5-102851143-102851643,97412
CEBPD,1,pos,SEMA6A,0.916553919,chr5-116626324-116626824,-51640
CEBPD,1,pos,SLC1A3,1.081578788,chr5-36607966-36608466,1861
CEBPD,1,pos,ELMO1,1.606542957,chr7-37295950-37296450,153049
CEBPD,1,pos,KIAA1958,1.200472241,chr9-112530542-112531042,43945
KLF16,1,pos,EFCAB2,1.127889005,chr1-244834247-244834747,-135208
KLF16,1,pos,EFCAB2,0.980308837,chr1-244863468-244863968,-105987
KLF16,1,pos,EFCAB2,0.824271856,chr1-244864349-244864849,-105106
KLF16,1,pos,EFCAB2,0.807401705,chr1-245152963-245153463,183508
KLF16,1,pos,EFCAB2,0.879867958,chr1-245156405-245156905,186950
KLF16,1,pos,AC099792.1,3.194710266,chr1-60864544-60865044,3204
KLF16,1,pos,ITPRIP,0.892572979,chr10-104255209-104255709,82945
KLF16,1,pos,ITPRIP,1.779818698,chr10-104350085-104350585,-11931
KLF16,1,pos,ZEB1,1.600397618,chr10-31318968-31319468,723
KLF16,1,pos,TMEM123,1.26577978,chr11-102423900-102424400,46234
KLF16,1,pos,TMEM123,1.329701689,chr11-102451650-102452150,18484
KLF16,1,pos,GRAMD1B,2.469045061,chr11-123211513-123212013,-146665
KLF16,1,pos,TMEM132B,0.837558182,chr12-124994193-124994693,-192393
KLF16,1,pos,TMEM132B,0.707667886,chr12-125129669-125130169,-56917
KLF16,1,pos,TMEM132B,0.724989043,chr12-125188055-125188555,1469
KLF16,1,pos,TMEM132B,0.821063087,chr12-125189592-125190092,3006
KLF16,1,pos,TMEM132B,0.785757273,chr12-125205388-125205888,18802
KLF16,1,pos,CNTN1,0.591457405,chr12-40794053-40794553,101861
KLF16,1,pos,AC027288.3,0.7199299,chr12-79690239-79690739,-187093
KLF16,1,pos,TMTC2,1.033495603,chr12-82725693-82726193,39063
KLF16,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
KLF16,1,pos,SPATA13,1.259502408,chr13-24063338-24063838,83783
KLF16,1,pos,ATP8A2,0.826372323,chr13-25372106-25372606,285
KLF16,1,pos,SMAD9,0.982991044,chr13-37059454-37059954,-138939
KLF16,1,pos,SMOC1,0.761329581,chr14-69766850-69767350,-87031
KLF16,1,pos,SMOC1,0.560840207,chr14-69773875-69774375,-80006
KLF16,1,pos,SMOC1,1.329335418,chr14-69828305-69828805,-25576
KLF16,1,pos,SMOC1,1.125581216,chr14-69842798-69843298,-11083
KLF16,1,pos,SMOC1,1.279741934,chr14-69982690-69983190,128809
KLF16,1,pos,CA12,0.553575872,chr15-63296213-63296713,85698
KLF16,1,pos,CA12,1.154540676,chr15-63374873-63375373,7038
KLF16,1,pos,CA12,2.535474017,chr15-63435270-63435770,-53359
KLF16,1,pos,CA12,2.044110057,chr15-63463500-63464000,-81589
KLF16,1,pos,CA12,0.74000309,chr15-63466622-63467122,-84711
KLF16,1,pos,CA12,0.867242749,chr15-63492013-63492513,-110102
KLF16,1,pos,ZNF423,1.346060314,chr16-49811608-49812108,46061
KLF16,1,pos,AC007495.1,0.748346634,chr16-56102077-56102577,88767
KLF16,1,pos,KIAA0513,1.060532194,chr16-85213738-85214238,186237
KLF16,1,pos,GPR39,0.92085028,chr2-132381317-132381817,-35007
KLF16,1,pos,GPR39,1.299156608,chr2-132403714-132404214,-12610
KLF16,1,pos,GPR39,1.693665583,chr2-132491557-132492057,75233
KLF16,1,pos,GPR39,1.029286242,chr2-132584089-132584589,167765
KLF16,1,pos,FIGN,1.434376585,chr2-163594064-163594564,141698
KLF16,1,pos,FIGN,1.083866304,chr2-163662308-163662808,73454
KLF16,1,pos,MPPED1,0.626672891,chr22-43442043-43442543,31097
KLF16,1,pos,BBX,1.313854088,chr3-107394954-107395454,-127732
KLF16,1,pos,HEG1,0.994047953,chr3-125144167-125144667,-88459
KLF16,1,pos,HEG1,1.138472047,chr3-125179824-125180324,-124116
KLF16,1,pos,CAMK2D,0.789700854,chr4-113639279-113639779,122398
KLF16,1,pos,CAMK2D,1.065683083,chr4-113761582-113762082,95
KLF16,1,pos,MAML3,1.400446161,chr4-140153997-140154497,-63
KLF16,1,pos,MAML3,1.953835912,chr4-140233761-140234261,-79827
KLF16,1,pos,MAML3,0.902262368,chr4-140286257-140286757,-132323
KLF16,1,pos,GAB1,0.546717022,chr4-143376913-143377413,40401
KLF16,1,pos,GAB1,0.585589693,chr4-143400107-143400607,63595
KLF16,1,pos,LIMCH1,0.627515112,chr4-41213769-41214269,-145588
KLF16,1,pos,LIMCH1,0.697614944,chr4-41362469-41362969,3112
KLF16,1,pos,LIMCH1,2.067362899,chr4-41409073-41409573,49716
KLF16,1,pos,GRID2,1.007721035,chr4-92334608-92335108,31236
KLF16,1,pos,GRID2,1.195739398,chr4-92453016-92453516,149644
KLF16,1,pos,PAM,1.043167445,chr5-102754084-102754584,353
KLF16,1,pos,PAM,0.547629188,chr5-102755014-102755514,1283
KLF16,1,pos,PAM,0.860271322,chr5-102899915-102900415,146184
KLF16,1,pos,COMMD10,1.829659074,chr5-115962884-115963384,-121857
KLF16,1,pos,SEMA6A,0.718209957,chr5-116444559-116445059,130125
KLF16,1,pos,SEMA6A,0.611026324,chr5-116652233-116652733,-77549
KLF16,1,pos,FBXL7,0.647347779,chr5-15500385-15500885,439
KLF16,1,pos,SLC1A3,1.081578788,chr5-36607966-36608466,1861
KLF16,1,pos,IQGAP2,0.890871194,chr5-76427131-76427631,24132
KLF16,1,pos,IQGAP2,0.523221583,chr5-76430257-76430757,27258
KLF16,1,pos,SGK1,0.638799322,chr6-134316732-134317232,1130
KLF16,1,pos,HSPA1B,0.988522597,chr6-31665690-31666190,-161795
KLF16,1,pos,HSPA1B,0.857062085,chr6-31711498-31711998,-115987
KLF16,1,pos,HSPA1B,0.920213998,chr6-31713866-31714366,-113619
KLF16,1,pos,HSPA1B,1.416661445,chr6-31728612-31729112,-98873
KLF16,1,pos,HSPA1B,0.837905835,chr6-31814510-31815010,-12975
KLF16,1,pos,HSPA1B,1.178698637,chr6-31815020-31815520,-12465
KLF16,1,pos,HSPA1B,1.100675188,chr6-31827286-31827786,-199
KLF16,1,pos,HSPA1B,1.038137975,chr6-31900977-31901477,73492
KLF16,1,pos,PTK7,0.709924251,chr6-42876991-42877491,-199027
KLF16,1,pos,FOXP2,0.928091781,chr7-114086105-114086605,28
KLF16,1,pos,CREB5,1.316791947,chr7-28226024-28226524,-73047
KLF16,1,pos,EEPD1,1.467625493,chr7-36045920-36046420,-106979
KLF16,1,pos,EEPD1,1.412544367,chr7-36290019-36290519,137120
KLF16,1,pos,ELMO1,2.064941601,chr7-37480808-37481308,-31809
KLF16,1,pos,GLI3,0.60924308,chr7-42071234-42071734,166386
KLF16,1,pos,ADCY1,1.049820982,chr7-45712459-45712959,138569
KLF16,1,pos,HSPB1,1.256249299,chr7-76185773-76186273,-116521
KLF16,1,pos,HSPB1,0.97663273,chr7-76267170-76267670,-35124
KLF16,1,pos,HSPB1,1.152991627,chr7-76269823-76270323,-32471
KLF16,1,pos,HSPB1,0.977826579,chr7-76280265-76280765,-22029
KLF16,1,pos,HSPB1,0.748626436,chr7-76397249-76397749,94955
KLF16,1,pos,MSRA,1.066675416,chr8-10194340-10194840,140322
KLF16,1,pos,NCALD,0.666472351,chr8-102239103-102239603,-114446
KLF16,1,pos,TRPS1,1.506445092,chr8-115668793-115669293,140630
KLF16,1,pos,TRPS1,0.82617869,chr8-115774438-115774938,34985
KLF16,1,pos,ZHX2,0.813206806,chr8-122819724-122820224,38580
KLF16,1,pos,ZHX2,0.809210581,chr8-122821102-122821602,39958
KLF16,1,pos,KIAA1456,0.773281726,chr8-13133102-13133602,187710
KLF16,1,pos,RGS20,1.063102734,chr8-53876673-53877173,25115
KLF16,1,pos,RGS20,1.135814086,chr8-53877636-53878136,26078
KLF16,1,pos,RGS20,1.239031382,chr8-53882136-53882636,30578
KLF16,1,pos,CHD7,0.633792691,chr8-60679310-60679810,782
KLF16,1,pos,CHD7,0.970648372,chr8-60807700-60808200,129172
KLF16,1,pos,CHD7,0.616136366,chr8-60872087-60872587,193559
KLF16,1,pos,PAG1,0.720155979,chr8-81111833-81112333,-15
KLF16,1,pos,GABBR2,0.864924113,chr9-98551508-98552008,157439
KLF16,1,pos,GABBR2,0.760180975,chr9-98775777-98776277,-66830
FOSL1::JUN,1,pos,DPYD,0.629124235,chr1-97728660-97729160,192139
FOSL1::JUN,1,pos,ZEB1,0.683496944,chr10-31279899-31280399,-38346
FOSL1::JUN,1,pos,PLCE1,1.266087228,chr10-94137521-94138021,106959
FOSL1::JUN,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
FOSL1::JUN,1,pos,CA12,1.62359953,chr15-63256579-63257079,125332
FOSL1::JUN,1,pos,CA12,1.87017305,chr15-63372182-63372682,9729
FOSL1::JUN,1,pos,CDH13,0.667978476,chr16-82580198-82580698,-46355
FOSL1::JUN,1,pos,KIAA0513,1.965867611,chr16-84970404-84970904,-57097
FOSL1::JUN,1,pos,GAREM1,0.633006887,chr18-32454559-32455059,15675
FOSL1::JUN,1,pos,FIGN,0.723144057,chr2-163601313-163601813,134449
FOSL1::JUN,1,pos,FIGN,1.157650487,chr2-163671827-163672327,63935
FOSL1::JUN,1,pos,FIGN,1.038577427,chr2-163933974-163934474,-198212
FOSL1::JUN,1,pos,PLCB4,1.626062522,chr20-9241273-9241773,172760
FOSL1::JUN,1,pos,MPPED1,1.617592808,chr22-43485497-43485997,74551
FOSL1::JUN,1,pos,IQCJ-SCHIP1,0.743025732,chr3-159144759-159145259,182774
FOSL1::JUN,1,pos,CADPS,1.143960918,chr3-62940780-62941280,-65641
FOSL1::JUN,1,pos,NDST3,0.847171533,chr4-117918155-117918655,-115213
FOSL1::JUN,1,pos,MAML3,1.953835912,chr4-140233761-140234261,-79827
FOSL1::JUN,1,pos,LIMCH1,2.067362899,chr4-41409073-41409573,49716
FOSL1::JUN,1,pos,SEMA6A,0.611797538,chr5-116378396-116378896,196288
FOSL1::JUN,1,pos,SEMA6A,0.611026324,chr5-116652233-116652733,-77549
FOSL1::JUN,1,pos,CREB5,0.759412391,chr7-28124851-28125351,-174220
FOSL1::JUN,1,pos,CREB5,1.143752512,chr7-28494664-28495164,195593
FOSL1::JUN,1,pos,EEPD1,1.412544367,chr7-36290019-36290519,137120
FOSL1::JUN,1,pos,GLI3,1.195580063,chr7-42189458-42189958,48162
FOSL1::JUN,1,pos,TRPS1,0.82617869,chr8-115774438-115774938,34985
FOSL1::JUN,1,pos,CHD7,1.062428131,chr8-60821753-60822253,143225
FOSL1::JUN,1,pos,GABBR2,0.864924113,chr9-98551508-98552008,157439
PITX3,1,pos,EFCAB2,1.090602794,chr1-245060733-245061233,91278
PITX3,1,pos,ITPRIP,0.964799277,chr10-104334942-104335442,3212
PITX3,1,pos,ZEB1,0.683496944,chr10-31279899-31280399,-38346
PITX3,1,pos,PLCE1,0.791224354,chr10-93850174-93850674,-180388
PITX3,1,pos,PLCE1,1.266087228,chr10-94137521-94138021,106959
PITX3,1,pos,TMEM123,1.755042887,chr11-102454501-102455001,15633
PITX3,1,pos,GRIA4,1.526352909,chr11-105713127-105713627,103383
PITX3,1,pos,CNTN1,0.591850849,chr12-40757911-40758411,65719
PITX3,1,pos,TMTC2,1.033495603,chr12-82725693-82726193,39063
PITX3,1,pos,CA12,1.62359953,chr15-63256579-63257079,125332
PITX3,1,pos,AC007495.1,0.855563993,chr16-56212303-56212803,-21459
PITX3,1,pos,AC007495.1,0.960680171,chr16-56357761-56358261,-166917
PITX3,1,pos,FIGN,1.083866304,chr2-163662308-163662808,73454
PITX3,1,pos,CADPS,1.684921057,chr3-62711626-62712126,163513
PITX3,1,pos,MAGI1,0.782603397,chr3-66195319-66195819,-156735
PITX3,1,pos,LIMCH1,0.636119753,chr4-41541544-41542044,182187
PITX3,1,pos,HSPA1B,0.966732286,chr6-31807208-31807708,-20277
PITX3,1,pos,ELMO1,2.064941601,chr7-37480808-37481308,-31809
PITX3,1,pos,GLI3,1.09517686,chr7-42080615-42081115,157005
PITX3,1,pos,HSPB1,1.018464737,chr7-76167013-76167513,-135281
PITX3,1,pos,KIAA1958,1.117184888,chr9-112489945-112490445,3348
PITX3,1,pos,FRMD3,0.594400008,chr9-83624031-83624531,-85735
NFE2,1,pos,DPYD,0.629124235,chr1-97728660-97729160,192139
NFE2,1,pos,PLCE1,1.266087228,chr10-94137521-94138021,106959
NFE2,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
NFE2,1,pos,CA12,1.62359953,chr15-63256579-63257079,125332
NFE2,1,pos,CA12,1.87017305,chr15-63372182-63372682,9729
NFE2,1,pos,KIAA0513,1.965867611,chr16-84970404-84970904,-57097
NFE2,1,pos,GAREM1,0.633006887,chr18-32454559-32455059,15675
NFE2,1,pos,FIGN,0.723144057,chr2-163601313-163601813,134449
NFE2,1,pos,FIGN,1.157650487,chr2-163671827-163672327,63935
NFE2,1,pos,FIGN,1.038577427,chr2-163933974-163934474,-198212
NFE2,1,pos,PLCB4,1.626062522,chr20-9241273-9241773,172760
NFE2,1,pos,MPPED1,1.617592808,chr22-43485497-43485997,74551
NFE2,1,pos,IQCJ-SCHIP1,0.743025732,chr3-159144759-159145259,182774
NFE2,1,pos,MAML3,1.953835912,chr4-140233761-140234261,-79827
NFE2,1,pos,LIMCH1,2.067362899,chr4-41409073-41409573,49716
NFE2,1,pos,SEMA6A,0.611797538,chr5-116378396-116378896,196288
NFE2,1,pos,SEMA6A,0.611026324,chr5-116652233-116652733,-77549
NFE2,1,pos,HSPA1B,1.416661445,chr6-31728612-31729112,-98873
NFE2,1,pos,CREB5,1.143752512,chr7-28494664-28495164,195593
NFE2,1,pos,EEPD1,1.412544367,chr7-36290019-36290519,137120
NFE2,1,pos,GLI3,1.195580063,chr7-42189458-42189958,48162
NFE2,1,pos,TRPS1,0.82617869,chr8-115774438-115774938,34985
NFE2,1,pos,CHD7,1.062428131,chr8-60821753-60822253,143225
NFE2,1,pos,GABBR2,0.864924113,chr9-98551508-98552008,157439
SP8,1,pos,EFCAB2,1.127889005,chr1-244834247-244834747,-135208
SP8,1,pos,EFCAB2,0.824271856,chr1-244864349-244864849,-105106
SP8,1,pos,EFCAB2,1.073061209,chr1-245042595-245043095,73140
SP8,1,pos,EFCAB2,0.807401705,chr1-245152963-245153463,183508
SP8,1,pos,ITPRIP,0.892572979,chr10-104255209-104255709,82945
SP8,1,pos,ITPRIP,1.779818698,chr10-104350085-104350585,-11931
SP8,1,pos,ZEB1,1.600397618,chr10-31318968-31319468,723
SP8,1,pos,ZEB1,0.942295014,chr10-31352190-31352690,33945
SP8,1,pos,PRKG1,0.501870874,chr10-51112725-51113225,121617
SP8,1,pos,TMEM123,1.755042887,chr11-102454501-102455001,15633
SP8,1,pos,TMEM123,1.023908248,chr11-102461276-102461776,8858
SP8,1,pos,GRAMD1B,2.469045061,chr11-123211513-123212013,-146665
SP8,1,pos,TMEM132B,0.837558182,chr12-124994193-124994693,-192393
SP8,1,pos,TMEM132B,0.674949231,chr12-125128435-125128935,-58151
SP8,1,pos,TMEM132B,0.724989043,chr12-125188055-125188555,1469
SP8,1,pos,TMEM132B,0.821063087,chr12-125189592-125190092,3006
SP8,1,pos,AC027288.3,0.7199299,chr12-79690239-79690739,-187093
SP8,1,pos,TMTC2,1.033495603,chr12-82725693-82726193,39063
SP8,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
SP8,1,pos,SMOC1,0.761329581,chr14-69766850-69767350,-87031
SP8,1,pos,SMOC1,0.560840207,chr14-69773875-69774375,-80006
SP8,1,pos,SMOC1,1.329335418,chr14-69828305-69828805,-25576
SP8,1,pos,SMOC1,1.125581216,chr14-69842798-69843298,-11083
SP8,1,pos,CA12,1.444751529,chr15-63434235-63434735,-52324
SP8,1,pos,CA12,0.74000309,chr15-63466622-63467122,-84711
SP8,1,pos,CA12,0.867242749,chr15-63492013-63492513,-110102
SP8,1,pos,ZNF423,1.346060314,chr16-49811608-49812108,46061
SP8,1,pos,ZNF423,1.529601649,chr16-49856037-49856537,1632
SP8,1,pos,AC007495.1,0.748346634,chr16-56102077-56102577,88767
SP8,1,pos,KIAA0513,1.060532194,chr16-85213738-85214238,186237
SP8,1,pos,GPR39,0.92085028,chr2-132381317-132381817,-35007
SP8,1,pos,GPR39,1.299156608,chr2-132403714-132404214,-12610
SP8,1,pos,GPR39,0.937953192,chr2-132404278-132404778,-12046
SP8,1,pos,FIGN,1.083866304,chr2-163662308-163662808,73454
SP8,1,pos,MPPED1,0.626672891,chr22-43442043-43442543,31097
SP8,1,pos,BBX,1.313854088,chr3-107394954-107395454,-127732
SP8,1,pos,HEG1,1.138472047,chr3-125179824-125180324,-124116
SP8,1,pos,CAMK2D,0.789700854,chr4-113639279-113639779,122398
SP8,1,pos,MAML3,1.400446161,chr4-140153997-140154497,-63
SP8,1,pos,MAML3,1.953835912,chr4-140233761-140234261,-79827
SP8,1,pos,GAB1,0.6582958,chr4-143185227-143185727,-151285
SP8,1,pos,GAB1,0.546717022,chr4-143376913-143377413,40401
SP8,1,pos,GAB1,0.585589693,chr4-143400107-143400607,63595
SP8,1,pos,LIMCH1,2.067362899,chr4-41409073-41409573,49716
SP8,1,pos,GRID2,1.007721035,chr4-92334608-92335108,31236
SP8,1,pos,GRID2,1.195739398,chr4-92453016-92453516,149644
SP8,1,pos,PAM,1.043167445,chr5-102754084-102754584,353
SP8,1,pos,PAM,0.860271322,chr5-102899915-102900415,146184
SP8,1,pos,SEMA6A,0.718209957,chr5-116444559-116445059,130125
SP8,1,pos,SEMA6A,0.611026324,chr5-116652233-116652733,-77549
SP8,1,pos,FBXL7,0.647347779,chr5-15500385-15500885,439
SP8,1,pos,IQGAP2,0.918094893,chr5-76204638-76205138,-198361
SP8,1,pos,IQGAP2,0.523221583,chr5-76430257-76430757,27258
SP8,1,pos,HSPA1B,0.988522597,chr6-31665690-31666190,-161795
SP8,1,pos,HSPA1B,0.920213998,chr6-31713866-31714366,-113619
SP8,1,pos,HSPA1B,1.416661445,chr6-31728612-31729112,-98873
SP8,1,pos,HSPA1B,0.966732286,chr6-31807208-31807708,-20277
SP8,1,pos,HSPA1B,0.837905835,chr6-31814510-31815010,-12975
SP8,1,pos,HSPA1B,1.178698637,chr6-31815020-31815520,-12465
SP8,1,pos,HSPA1B,1.100675188,chr6-31827286-31827786,-199
SP8,1,pos,FOXP2,0.754436177,chr7-114084646-114085146,-1431
SP8,1,pos,FOXP2,0.928091781,chr7-114086105-114086605,28
SP8,1,pos,EEPD1,1.467625493,chr7-36045920-36046420,-106979
SP8,1,pos,ELMO1,2.168252779,chr7-37307804-37308304,141195
SP8,1,pos,ELMO1,2.064941601,chr7-37480808-37481308,-31809
SP8,1,pos,ADCY1,1.049820982,chr7-45712459-45712959,138569
SP8,1,pos,HSPB1,0.97663273,chr7-76267170-76267670,-35124
SP8,1,pos,HSPB1,0.977826579,chr7-76280265-76280765,-22029
SP8,1,pos,HSPB1,1.002008419,chr7-76301659-76302159,-635
SP8,1,pos,HSPB1,0.748626436,chr7-76397249-76397749,94955
SP8,1,pos,MSRA,1.066675416,chr8-10194340-10194840,140322
SP8,1,pos,NCALD,0.666472351,chr8-102239103-102239603,-114446
SP8,1,pos,TRPS1,1.506445092,chr8-115668793-115669293,140630
SP8,1,pos,KIAA1456,0.773281726,chr8-13133102-13133602,187710
SP8,1,pos,RGS20,1.135814086,chr8-53877636-53878136,26078
SP8,1,pos,RGS20,1.239031382,chr8-53882136-53882636,30578
SP8,1,pos,CHD7,0.633792691,chr8-60679310-60679810,782
SP8,1,pos,CHD7,0.939815717,chr8-60832238-60832738,153710
SP8,1,pos,PREX2,1.142881283,chr8-68035125-68035625,83257
SP8,1,pos,GABBR2,0.864924113,chr9-98551508-98552008,157439
SPDEF,1,pos,ITPRIP,1.006769108,chr10-104322414-104322914,15740
SPDEF,1,pos,GRAMD1B,0.696680207,chr11-123159206-123159706,-198972
SPDEF,1,pos,TMEM132B,1.943822511,chr12-125234593-125235093,48007
SPDEF,1,pos,SPATA13,2.743045581,chr13-24179418-24179918,199863
SPDEF,1,pos,TRIM9,0.891167493,chr14-51094477-51094977,1334
SPDEF,1,pos,CA12,1.463034035,chr15-63314426-63314926,67485
SPDEF,1,pos,CA12,0.787111416,chr15-63505496-63505996,-123585
SPDEF,1,pos,GAB1,1.12278576,chr4-143381623-143382123,45111
SPDEF,1,pos,PALLD,2.920156521,chr4-168660231-168660731,163415
SPDEF,1,pos,FOXP2,0.928091781,chr7-114086105-114086605,28
SPDEF,1,pos,FOXP2,0.762708683,chr7-114212579-114213079,126502
SPDEF,1,pos,HSPB1,1.152783009,chr7-76317907-76318407,15613
SPDEF,1,pos,HSPB1,0.748626436,chr7-76397249-76397749,94955
SPDEF,1,pos,ZHX2,0.581611514,chr8-122797620-122798120,16476
SPDEF,1,pos,CHD7,0.939815717,chr8-60832238-60832738,153710
SPDEF,1,pos,KIAA1958,0.731363022,chr9-112361481-112361981,-125116
MEIS2,1,pos,EFCAB2,0.974497309,chr1-244991950-244992450,22495
MEIS2,1,pos,AC099792.1,3.194710266,chr1-60864544-60865044,3204
MEIS2,1,pos,TMEM123,1.04366636,chr11-102341689-102342189,128445
MEIS2,1,pos,TMEM123,1.755042887,chr11-102454501-102455001,15633
MEIS2,1,pos,TMEM123,1.755319649,chr11-102457779-102458279,12355
MEIS2,1,pos,CNTN1,0.610515896,chr12-40735607-40736107,43415
MEIS2,1,pos,CNTN1,0.591850849,chr12-40873144-40873644,180952
MEIS2,1,pos,TMTC2,0.670058666,chr12-82593851-82594351,-92779
MEIS2,1,pos,CRADD,1.223494873,chr12-93778148-93778648,101023
MEIS2,1,pos,SYT16,0.925121991,chr14-61932854-61933354,121130
MEIS2,1,pos,CA12,3.058037514,chr15-63287101-63287601,94810
MEIS2,1,pos,CA12,1.463034035,chr15-63314426-63314926,67485
MEIS2,1,pos,CA12,0.787111416,chr15-63505496-63505996,-123585
MEIS2,1,pos,ZNF423,2.753451995,chr16-49742376-49742876,115293
MEIS2,1,pos,AC007495.1,0.880644662,chr16-56264240-56264740,-73396
MEIS2,1,pos,GPR39,0.881456541,chr2-132446299-132446799,29975
MEIS2,1,pos,PLCL1,0.880922744,chr2-197920630-197921130,116178
MEIS2,1,pos,PLCB4,0.92376311,chr20-9078814-9079314,10301
MEIS2,1,pos,BBX,1.313854088,chr3-107394954-107395454,-127732
MEIS2,1,pos,LIMCH1,1.218324964,chr4-41545643-41546143,186286
MEIS2,1,pos,COMMD10,1.951706592,chr5-116229275-116229775,144534
MEIS2,1,pos,SGK1,0.507956615,chr6-134493583-134494083,-175721
MEIS2,1,pos,HSPA1B,1.178698637,chr6-31815020-31815520,-12465
MEIS2,1,pos,HSPA1B,1.100675188,chr6-31827286-31827786,-199
MEIS2,1,pos,CREB5,0.759412391,chr7-28124851-28125351,-174220
MEIS2,1,pos,EEPD1,1.412544367,chr7-36290019-36290519,137120
MEIS2,1,pos,ELMO1,1.55208257,chr7-37281745-37282245,167254
MEIS2,1,pos,ELMO1,1.083128208,chr7-37286948-37287448,162051
MEIS2,1,pos,GLI3,1.423305167,chr7-42068835-42069335,168785
MEIS2,1,pos,GLI3,1.033776869,chr7-42115772-42116272,121848
MEIS2,1,pos,GLI3,1.293201659,chr7-42148583-42149083,89037
MEIS2,1,pos,GLI3,1.195580063,chr7-42189458-42189958,48162
MEIS2,1,pos,ADCY1,1.049820982,chr7-45712459-45712959,138569
MEIS2,1,pos,RGS20,1.239031382,chr8-53882136-53882636,30578
MEIS2,1,pos,PAG1,0.57342976,chr8-81106916-81107416,4902
FOS::JUND,1,pos,DPYD,0.629124235,chr1-97728660-97729160,192139
FOS::JUND,1,pos,PLCE1,1.266087228,chr10-94137521-94138021,106959
FOS::JUND,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
FOS::JUND,1,pos,CA12,1.62359953,chr15-63256579-63257079,125332
FOS::JUND,1,pos,CA12,1.87017305,chr15-63372182-63372682,9729
FOS::JUND,1,pos,CDH13,0.667978476,chr16-82580198-82580698,-46355
FOS::JUND,1,pos,KIAA0513,1.965867611,chr16-84970404-84970904,-57097
FOS::JUND,1,pos,GAREM1,0.633006887,chr18-32454559-32455059,15675
FOS::JUND,1,pos,GPR39,0.553050215,chr2-132438688-132439188,22364
FOS::JUND,1,pos,FIGN,0.723144057,chr2-163601313-163601813,134449
FOS::JUND,1,pos,FIGN,1.157650487,chr2-163671827-163672327,63935
FOS::JUND,1,pos,FIGN,1.038577427,chr2-163933974-163934474,-198212
FOS::JUND,1,pos,PLCB4,1.626062522,chr20-9241273-9241773,172760
FOS::JUND,1,pos,MPPED1,1.617592808,chr22-43485497-43485997,74551
FOS::JUND,1,pos,IQCJ-SCHIP1,0.743025732,chr3-159144759-159145259,182774
FOS::JUND,1,pos,CADPS,1.143960918,chr3-62940780-62941280,-65641
FOS::JUND,1,pos,NDST3,0.847171533,chr4-117918155-117918655,-115213
FOS::JUND,1,pos,MAML3,1.953835912,chr4-140233761-140234261,-79827
FOS::JUND,1,pos,LIMCH1,2.067362899,chr4-41409073-41409573,49716
FOS::JUND,1,pos,SEMA6A,0.611797538,chr5-116378396-116378896,196288
FOS::JUND,1,pos,SEMA6A,0.611026324,chr5-116652233-116652733,-77549
FOS::JUND,1,pos,CREB5,0.759412391,chr7-28124851-28125351,-174220
FOS::JUND,1,pos,CREB5,1.143752512,chr7-28494664-28495164,195593
FOS::JUND,1,pos,EEPD1,1.412544367,chr7-36290019-36290519,137120
FOS::JUND,1,pos,GLI3,1.195580063,chr7-42189458-42189958,48162
FOS::JUND,1,pos,TRPS1,0.82617869,chr8-115774438-115774938,34985
FOS::JUND,1,pos,CHD7,1.062428131,chr8-60821753-60822253,143225
FOS::JUND,1,pos,GABBR2,0.864924113,chr9-98551508-98552008,157439
JUND,1,pos,DPYD,0.629124235,chr1-97728660-97729160,192139
JUND,1,pos,CRADD,0.800681771,chr12-93616520-93617020,-60605
JUND,1,pos,CRADD,0.786049592,chr12-93733315-93733815,56190
JUND,1,pos,CRADD,1.181346219,chr12-93818920-93819420,141795
JUND,1,pos,GPC6,0.703763976,chr13-93216872-93217372,-9720
JUND,1,pos,CA12,1.62359953,chr15-63256579-63257079,125332
JUND,1,pos,CA12,1.87017305,chr15-63372182-63372682,9729
JUND,1,pos,CDH13,0.667978476,chr16-82580198-82580698,-46355
JUND,1,pos,KIAA0513,1.965867611,chr16-84970404-84970904,-57097
JUND,1,pos,GAREM1,0.633006887,chr18-32454559-32455059,15675
JUND,1,pos,GPR39,0.553050215,chr2-132438688-132439188,22364
JUND,1,pos,FIGN,0.833954292,chr2-163595070-163595570,140692
JUND,1,pos,FIGN,0.723144057,chr2-163601313-163601813,134449
JUND,1,pos,FIGN,1.157650487,chr2-163671827-163672327,63935
JUND,1,pos,FIGN,1.038577427,chr2-163933974-163934474,-198212
JUND,1,pos,PLCB4,1.626062522,chr20-9241273-9241773,172760
JUND,1,pos,MPPED1,1.617592808,chr22-43485497-43485997,74551
JUND,1,pos,IQCJ-SCHIP1,0.743025732,chr3-159144759-159145259,182774
JUND,1,pos,CADPS,1.143960918,chr3-62940780-62941280,-65641
JUND,1,pos,NDST3,0.847171533,chr4-117918155-117918655,-115213
